master_protein	dosage	replicate	sample_id	Light	Heavy	Ratio
Q5ZPR3	150	3	150_3	23.0925761668097	20.5820528344742	2.51052333233558
Q66PJ3	150	3	150_3	24.9790197097406	20.4686160887288	4.51040362101173
Q6P2Q9	150	3	150_3	21.185930572891	19.5952811899173	1.59064938297374
Q6P4E1	150	3	150_3	22.2261158032197	18.0003081599965	4.22580764322321
Q6PCB8	150	3	150_3	27.2660653377146	23.4638855286569	3.80217980905766
Q6PD62	150	3	150_3	24.0534128672005	20.5375369281656	3.51587593903492
Q6UN15	150	3	150_3	22.1322612354789	20.0585414255819	2.07371980989695
Q6UVK1	150	3	150_3	24.0451552426687	20.9965109742298	3.04864426843894
Q6UX71	150	3	150_3	21.304520667236	19.0669720999218	2.23754856731417
Q6UXD5	150	3	150_3	21.6688226736485	18.8801694168175	2.78865325683097
Q6UXH1	150	3	150_3	23.0629754013842	19.7964256061028	3.26654979528139
Q6YHK3	150	3	150_3	22.9272518005998	19.2476370578495	3.67961474275028
Q6ZUT1	150	3	150_3	21.881290246894	19.8609051033311	2.02038514356295
Q7KZF4	150	3	150_3	22.337499664972	20.5573622754338	1.78013738953818
Q7L014	150	3	150_3	24.4442629916763	20.2781462086885	4.16611678298784
Q7L2E3	150	3	150_3	23.5153283229637	20.8846475219367	2.63068080102699
Q7L4I2	150	3	150_3	25.2041562280109	22.2351162294649	2.96903999854604
Q7LGC8	150	3	150_3	21.8291962436037	17.3641004480623	4.46509579554143
Q7Z3B1	150	3	150_3	25.3623337444321	22.1712006673744	3.19113307705778
Q7Z3C6	150	3	150_3	22.0746354017022	18.2070524619915	3.86758293971078
Q7Z4V5	150	3	150_3	27.7343809404826	22.9760127129847	4.75836822749792
Q7Z6M4	150	3	150_3	22.9907507685359	19.0202529408576	3.9704978276783
Q7Z6Z7	150	3	150_3	23.2240558609449	19.1600486676541	4.06400719329084
Q86SJ2	150	3	150_3	24.6182115976919	21.9502276099606	2.66798398773134
Q86UP2	150	3	150_3	21.6667015046585	19.1506964048702	2.5160050997883
Q86V81	150	3	150_3	22.28791047636	21.3339133987222	0.953997077637794
Q86VY4	150	3	150_3	21.3386493447747	18.5111349294844	2.82751441529029
Q8IUX7	150	3	150_3	21.4681188648601	19.6477254217538	1.8203934431063
Q8IVF2	150	3	150_3	17.8533095554037	16.378735130468	1.47457442493571
Q8IX12	150	3	150_3	22.7455193149546	19.1626616957061	3.58285761924851
Q8IZL8	150	3	150_3	22.0542412881483	19.4118336913786	2.64240759676968
Q8N163	150	3	150_3	22.6979517103255	19.9895386379615	2.70841307236397
Q8N5F7	150	3	150_3	23.0749619880174	19.1119710761528	3.96299091186454
Q8N684	150	3	150_3	18.0883534768785	18.188820622564	-0.100467145685428
Q8N7H5	150	3	150_3	24.4850390474198	20.6582468176482	3.82679222977161
Q8N983	150	3	150_3	24.3824498845975	21.8319040779652	2.55054580663239
Q8NBJ4	150	3	150_3	22.4539108121891	19.5610959276278	2.89281488456128
Q8NBN3	150	3	150_3	20.6962544218463	18.2922137717844	2.40404065006192
Q8NC51	150	3	150_3	22.5747920226354	19.71686910602	2.85792291661531
Q8NE71	150	3	150_3	22.2656336111449	20.2110737245309	2.05455988661399
Q8NFZ8	150	3	150_3	23.7228819448944	22.3558870495631	1.3669948953313
Q8TA86	150	3	150_3	24.0640663447262	19.9955070851628	4.06855925956345
Q8TB72	150	3	150_3	21.1053356370609	20.0332186454186	1.07211699164227
Q8TCZ2	150	3	150_3	20.7438614141974	17.3937256171716	3.35013579702588
Q8TDD1	150	3	150_3	22.0626564051357	17.7863518079991	4.27630459713653
Q8TF01	150	3	150_3	20.9257862167302	17.9499178792031	2.9758683375271
