master_protein	cells	treatment	rep
Q6UN15	MCF10A	NC	3
Q15059	MCF10A	NC	3
P31040	MCF10A	NC	3
P51991	MCF10A	NC	3
P62829	MCF10A	NC	3
O15231	MCF10A	NC	3
Q9Y388	MCF10A	NC	3
P78527	MCF10A	NC	3
P13726	MCF10A	NC	3
P11279	MCF10A	NC	3
P30041	MCF10A	NC	3
Q9UQ80	MCF10A	NC	3
P07204	MCF10A	NC	3
Q01844	MCF10A	NC	3
P07237	MCF10A	NC	3
P27816	MCF10A	NC	3
P38919	MCF10A	NC	3
Q66PJ3	MCF10A	NC	3
P07996	MCF10A	NC	3
Q01105	MCF10A	NC	3
Q5SSJ5	MCF10A	NC	3
P16144	MCF10A	NC	3
P26038	MCF10A	NC	3
P49327	MCF10A	NC	3
P05198	MCF10A	NC	3
P07355	MCF10A	NC	3
P26583	MCF10A	NC	3
P08195	MCF10A	NC	3
Q9Y2X3	MCF10A	NC	3
P14625	MCF10A	NC	3
Q13523	MCF10A	NC	3
P58107	MCF10A	NC	3
P46100	MCF10A	NC	3
P08621	MCF10A	NC	3
P17301	MCF10A	NC	3
Q92688	MCF10A	NC	3
Q96AY3	MCF10A	NC	3
Q9P258	MCF10A	NC	3
P62899	MCF10A	NC	3
P16401	MCF10A	NC	3
Q13451	MCF10A	NC	3
Q15046	MCF10A	NC	3
P29317	MCF10A	NC	3
Q16643	MCF10A	NC	3
Q7L014	MCF10A	NC	3
Q02241	MCF10A	NC	3
P32926	MCF10A	NC	3
P07954	MCF10A	NC	3
P09874	MCF10A	NC	3
P21796	MCF10A	NC	3
P07437	MCF10A	NC	3
O95297	MCF10A	NC	3
P61956	MCF10A	NC	3
P35613	MCF10A	NC	3
Q9UHD8	MCF10A	NC	3
P49368	MCF10A	NC	3
Q99442	MCF10A	NC	3
P53999	MCF10A	NC	3
Q9BXR0	MCF10A	NC	3
P56537	MCF10A	NC	3
P61158	MCF10A	NC	3
P68371	MCF10A	NC	3
P13667	MCF10A	NC	3
Q01469	MCF10A	NC	3
Q96QD8	MCF10A	NC	3
Q12931	MCF10A	NC	3
P55084	MCF10A	NC	3
Q9BRL6	MCF10A	NC	3
P04083	MCF10A	NC	3
Q9UP95	MCF10A	NC	3
Q14974	MCF10A	NC	3
P35268	MCF10A	NC	3
Q15287	MCF10A	NC	3
P25705	MCF10A	NC	3
Q9UIQ6	MCF10A	NC	3
O15143	MCF10A	NC	3
P28331	MCF10A	NC	3
P29692	MCF10A	NC	3
Q92945	MCF10A	NC	3
Q9NQC3	MCF10A	NC	3
P23528	MCF10A	NC	3
P53634	MCF10A	NC	3
P11021	MCF10A	NC	3
O95757	MCF10A	NC	3
P07195	MCF10A	NC	3
P28482	MCF10A	NC	3
Q13263	MCF10A	NC	3
Q8N983	MCF10A	NC	3
P05387	MCF10A	NC	3
P49411	MCF10A	NC	3
P04406	MCF10A	NC	3
P62805	MCF10A	NC	3
P62847	MCF10A	NC	3
O43143	MCF10A	NC	3
E9PAV3	MCF10A	NC	3
Q9BY76	MCF10A	NC	3
P12236	MCF10A	NC	3
Q8NBJ4	MCF10A	NC	3
Q8NAV1	MCF10A	NC	3
Q13510	MCF10A	NC	3
O15042	MCF10A	NC	3
P29401	MCF10A	NC	3
P63244	MCF10A	NC	3
Q01518	MCF10A	NC	3
O43175	MCF10A	NC	3
Q86U42	MCF10A	NC	3
Q96I24	MCF10A	NC	3
Q9NQT5	MCF10A	NC	3
Q15637	MCF10A	NC	3
Q05519	MCF10A	NC	3
P17480	MCF10A	NC	3
Q14116	MCF10A	NC	3
Q96S94	MCF10A	NC	3
Q969L2	MCF10A	NC	3
P07203	MCF10A	NC	3
Q01130	MCF10A	NC	3
P04920	MCF10A	NC	3
Q15424	MCF10A	NC	3
P46782	MCF10A	NC	3
O00154	MCF10A	NC	3
O75494	MCF10A	NC	3
P60709	MCF10A	NC	3
P50897	MCF10A	NC	3
Q9UNN8	MCF10A	NC	3
P11216	MCF10A	NC	3
O00299	MCF10A	NC	3
Q86X55	MCF10A	NC	3
P22695	MCF10A	NC	3
O75083	MCF10A	NC	3
Q9NPF0	MCF10A	NC	3
P15880	MCF10A	NC	3
Q14103	MCF10A	NC	3
P61019	MCF10A	NC	3
O43707	MCF10A	NC	3
P09972	MCF10A	NC	3
P51531	MCF10A	NC	3
Q9H501	MCF10A	NC	3
Q08945	MCF10A	NC	3
Q04637	MCF10A	NC	3
Q6NZI2	MCF10A	NC	3
P52597	MCF10A	NC	3
P78324	MCF10A	NC	3
P01033	MCF10A	NC	3
P36952	MCF10A	NC	3
Q15084	MCF10A	NC	3
O00567	MCF10A	NC	3
Q9NRF9	MCF10A	NC	3
P35637	MCF10A	NC	3
Q14204	MCF10A	NC	3
O43663	MCF10A	NC	3
P62241	MCF10A	NC	3
Q92542	MCF10A	NC	3
Q9NR30	MCF10A	NC	3
O15118	MCF10A	NC	3
P50579	MCF10A	NC	3
P20042	MCF10A	NC	3
O95425	MCF10A	NC	3
P84103	MCF10A	NC	3
P55795	MCF10A	NC	3
P42765	MCF10A	NC	3
P62258	MCF10A	NC	3
P26373	MCF10A	NC	3
P22314	MCF10A	NC	3
P98172	MCF10A	NC	3
P47756	MCF10A	NC	3
Q9UGP8	MCF10A	NC	3
Q15181	MCF10A	NC	3
Q8WVK2	MCF10A	NC	3
Q03001	MCF10A	NC	3
P06576	MCF10A	NC	3
Q13595	MCF10A	NC	3
P52292	MCF10A	NC	3
P46777	MCF10A	NC	3
P60866	MCF10A	NC	3
Q07021	MCF10A	NC	3
Q8NBI5	MCF10A	NC	3
Q9Y230	MCF10A	NC	3
Q99497	MCF10A	NC	3
O00203	MCF10A	NC	3
P62266	MCF10A	NC	3
P12814	MCF10A	NC	3
P05026	MCF10A	NC	3
Q9UGI8	MCF10A	NC	3
O43157	MCF10A	NC	3
P42677	MCF10A	NC	3
P11166	MCF10A	NC	3
Q9BUF5	MCF10A	NC	3
O14646	MCF10A	NC	3
Q96IZ7	MCF10A	NC	3
P28799	MCF10A	NC	3
O95819	MCF10A	NC	3
Q92536	MCF10A	NC	3
P15514	MCF10A	NC	3
Q9UKY7	MCF10A	NC	3
Q6PKG0	MCF10A	NC	3
P21589	MCF10A	NC	3
P31942	MCF10A	NC	3
Q96Q45	MCF10A	NC	3
P62906	MCF10A	NC	3
Q14554	MCF10A	NC	3
P54709	MCF10A	NC	3
Q15056	MCF10A	NC	3
P06702	MCF10A	NC	3
Q7Z6E9	MCF10A	NC	3
Q9UK58	MCF10A	NC	3
Q13740	MCF10A	NC	3
P62753	MCF10A	NC	3
P61247	MCF10A	NC	3
P17987	MCF10A	NC	3
P40939	MCF10A	NC	3
Q9ULF5	MCF10A	NC	3
Q15233	MCF10A	NC	3
Q9BQA1	MCF10A	NC	3
P11766	MCF10A	NC	3
O75367	MCF10A	NC	3
Q86WC4	MCF10A	NC	3
O14773	MCF10A	NC	3
P14174	MCF10A	NC	3
P12956	MCF10A	NC	3
P06899	MCF10A	NC	3
Q9P2E9	MCF10A	NC	4
Q14157	MCF10A	NC	4
P02545	MCF10A	NC	4
P06748	MCF10A	NC	4
O43493	MCF10A	NC	4
Q9BU76	MCF10A	NC	4
Q7Z4V5	MCF10A	NC	4
P19338	MCF10A	NC	4
Q13428	MCF10A	NC	4
Q92804	MCF10A	NC	4
P23588	MCF10A	NC	4
Q9H1E3	MCF10A	NC	4
P31151	MCF10A	NC	4
P07910	MCF10A	NC	4
P23229	MCF10A	NC	4
Q08170	MCF10A	NC	4
Q9BTT0	MCF10A	NC	4
Q13753	MCF10A	NC	4
Q9UBG3	MCF10A	NC	4
Q12797	MCF10A	NC	4
Q14498	MCF10A	NC	4
Q9NYF8	MCF10A	NC	4
Q9UHB7	MCF10A	NC	4
P39687	MCF10A	NC	4
P27348	MCF10A	NC	4
P35269	MCF10A	NC	4
Q5T200	MCF10A	NC	4
Q9UKV3	MCF10A	NC	4
P31948	MCF10A	NC	4
Q9NWH9	MCF10A	NC	4
P52799	MCF10A	NC	4
P22626	MCF10A	NC	4
Q9H4F8	MCF10A	NC	4
P21333	MCF10A	NC	4
O75976	MCF10A	NC	4
P30101	MCF10A	NC	4
O00515	MCF10A	NC	4
Q15149	MCF10A	NC	4
O00461	MCF10A	NC	4
P82970	MCF10A	NC	4
P46013	MCF10A	NC	4
Q8WVV4	MCF10A	NC	4
Q96QK1	MCF10A	NC	4
Q9UQ35	MCF10A	NC	4
O95817	MCF10A	NC	4
Q15648	MCF10A	NC	4
Q13751	MCF10A	NC	4
Q16629	MCF10A	NC	4
Q8IVF2	MCF10A	NC	4
Q05682	MCF10A	NC	4
Q08380	MCF10A	NC	4
Q9C0C2	MCF10A	NC	4
Q93009	MCF10A	NC	4
P18827	MCF10A	NC	4
P41227	MCF10A	NC	4
Q96ST2	MCF10A	NC	4
Q07065	MCF10A	NC	4
Q9BUQ8	MCF10A	NC	4
P09651	MCF10A	NC	4
P00558	MCF10A	NC	4
Q8NC51	MCF10A	NC	4
Q13541	MCF10A	NC	4
O14974	MCF10A	NC	4
P18564	MCF10A	NC	4
Q8NFC6	MCF10A	NC	4
Q14980	MCF10A	NC	4
Q9Y5B9	MCF10A	NC	4
O15234	MCF10A	NC	4
P62633	MCF10A	NC	4
Q00839	MCF10A	NC	4
Q9NXV6	MCF10A	NC	4
P16070	MCF10A	NC	4
Q16666	MCF10A	NC	4
Q5T3I0	MCF10A	NC	4
P67809	MCF10A	NC	4
P56182	MCF10A	NC	4
Q9UKJ3	MCF10A	NC	4
O43719	MCF10A	NC	4
P25445	MCF10A	NC	4
P14618	MCF10A	NC	4
Q9ULU4	MCF10A	NC	4
O00220	MCF10A	NC	4
Q9Y2W1	MCF10A	NC	4
Q9H773	MCF10A	NC	4
Q9NYV4	MCF10A	NC	4
Q9Y3B9	MCF10A	NC	4
Q5T6F2	MCF10A	NC	4
P98160	MCF10A	NC	4
Q16787	MCF10A	NC	4
Q9H4A4	MCF10A	NC	4
O75475	MCF10A	NC	4
Q7KZF4	MCF10A	NC	4
P61981	MCF10A	NC	4
Q15758	MCF10A	NC	4
P02795	MCF10A	NC	4
Q9HCG8	MCF10A	NC	4
P11387	MCF10A	NC	4
P05556	MCF10A	NC	4
P80723	MCF10A	NC	4
Q5T5P2	MCF10A	NC	4
Q13523	MCF10A	NC	4
Q13813	MCF10A	NC	4
Q5ZPR3	MCF10A	NC	4
Q14126	MCF10A	NC	4
P55884	MCF10A	NC	4
Q14247	MCF10A	NC	4
P26640	MCF10A	NC	4
P38432	MCF10A	NC	4
P50552	MCF10A	NC	4
Q9H0G5	MCF10A	NC	4
Q8WXA9	MCF10A	NC	4
Q8WVC0	MCF10A	NC	4
P62070	MCF10A	NC	4
P55072	MCF10A	NC	4
O15042	MCF10A	NC	4
P00533	MCF10A	NC	4
P15924	MCF10A	NC	4
P09382	MCF10A	NC	4
P60174	MCF10A	NC	4
Q08554	MCF10A	NC	4
P18583	MCF10A	NC	4
Q9NWB6	MCF10A	NC	4
Q9UPT8	MCF10A	NC	4
Q96FQ6	MCF10A	NC	4
O95747	MCF10A	NC	4
P31947	MCF10A	NC	4
O75487	MCF10A	NC	4
Q9UHB6	MCF10A	NC	4
P04733	MCF10A	NC	4
Q9H0D6	MCF10A	NC	4
P55011	MCF10A	NC	4
P04732	MCF10A	NC	4
P31689	MCF10A	NC	4
O60885	MCF10A	NC	4
Q13620	MCF10A	NC	4
Q09666	MCF10A	NC	4
Q9BS26	MCF10A	NC	4
Q9ULF5	MCF10A	NC	4
P09132	MCF10A	NC	4
P38646	MCF10A	NC	4
P62195	MCF10A	NC	4
P11117	MCF10A	NC	4
P25786	MCF10A	NC	4
Q03252	MCF10A	NC	4
Q08J23	MCF10A	NC	4
Q15154	MCF10A	NC	4
Q9Y2X3	MCF10A	NC	4
Q9Y4L1	MCF10A	NC	4
P46100	MCF10A	NC	4
Q9BXP5	MCF10A	NC	4
P22531	MCF10A	NC	4
P04156	MCF10A	NC	4
P52292	MCF10A	NC	4
Q9H0H5	MCF10A	NC	4
Q9NXG2	MCF10A	NC	4
P33176	MCF10A	NC	4
P24821	MCF10A	NC	4
P15144	MCF10A	NC	4
O15230	MCF10A	NC	4
O43237	MCF10A	NC	4
Q6UX71	MCF10A	NC	4
Q92896	MCF10A	NC	4
Q01081	MCF10A	NC	4
P07814	MCF10A	NC	4
Q99442	MCF10A	NC	4
P09429	MCF10A	NC	4
P49756	MCF10A	NC	4
Q5QJE6	MCF10A	NC	4
Q96AE4	MCF10A	NC	4
P05067	MCF10A	NC	4
P30825	MCF10A	NC	4
P26038	MCF10A	NC	4
Q15061	MCF10A	NC	4
Q15654	MCF10A	NC	4
Q9P265	MCF10A	NC	4
P09758	MCF10A	NC	4
Q9UKX7	MCF10A	NC	4
P55263	MCF10A	NC	4
Q9Y639	MCF10A	NC	4
O00629	MCF10A	NC	4
P39019	MCF10A	NC	4
Q13573	MCF10A	NC	4
Q9NUM4	MCF10A	NC	4
Q96I99	MCF10A	NC	4
O95239	MCF10A	NC	4
Q7Z417	MCF10A	NC	4
Q9NZB2	MCF10A	NC	4
Q96JC9	MCF10A	NC	4
Q9BTC0	MCF10A	NC	4
P27824	MCF10A	NC	4
Q6UN15	MCF10A	NC	4
Q8IXB1	MCF10A	NC	4
O95425	MCF10A	NC	4
Q9Y446	MCF10A	NC	4
Q9BRP8	MCF10A	NC	4
P62995	MCF10A	NC	4
P12270	MCF10A	NC	4
O75369	MCF10A	NC	4
Q92538	MCF10A	NC	4
P04792	MCF10A	NC	4
Q9Y520	MCF10A	NC	4
P06756	MCF10A	NC	4
Q13427	MCF10A	NC	4
P46087	MCF10A	NC	4
P18669	MCF10A	NC	4
Q02790	MCF10A	NC	4
Q13247	MCF10A	NC	4
P12268	MCF10A	NC	4
Q96PD2	MCF10A	NC	4
P06733	MCF10A	NC	4
Q14134	MCF10A	NC	4
P01024	MCF10A	NC	4
Q99623	MCF10A	NC	4
P52272	MCF10A	NC	4
Q13200	MCF10A	NC	4
P21291	MCF10A	NC	4
Q14669	MCF10A	NC	4
Q9NW97	MCF10A	NC	4
Q8WUA2	MCF10A	NC	4
P23396	MCF10A	NC	4
Q9H307	MCF10A	NC	4
O95202	MCF10A	NC	4
Q9UIQ6	MCF10A	NC	4
Q9H6Y7	MCF10A	NC	4
P62701	MCF10A	NC	4
Q01650	MCF10A	NC	4
P81605	MCF10A	NC	4
Q5SW79	MCF10A	NC	4
P62913	MCF10A	NC	4
Q99729	MCF10A	NC	4
Q14847	MCF10A	NC	4
P10646	MCF10A	NC	4
Q15942	MCF10A	NC	4
Q13409	MCF10A	NC	4
Q15637	MCF10A	NC	4
O00468	MCF10A	NC	4
A8K2U0	MCF10A	NC	4
Q13308	MCF10A	NC	4
Q8IZW8	MCF10A	NC	4
Q8N983	MCF10A	NC	4
O43291	MCF10A	NC	4
Q9NZM1	MCF10A	NC	4
P11021	MCF10A	NC	4
P26006	MCF10A	NC	4
P08195	MCF10A	NC	4
Q6YHK3	MCF10A	NC	4
P15529	MCF10A	NC	4
P16144	MCF10A	NC	4
Q9NQ29	MCF10A	NC	4
O60832	MCF10A	NC	4
P13667	MCF10A	NC	4
Q8NE71	MCF10A	NC	4
P52907	MCF10A	NC	4
Q7L4I2	MCF10A	NC	4
P48643	MCF10A	NC	4
P20645	MCF10A	NC	4
P68104	MCF10A	NC	4
Q9UHD8	MCF10A	NC	4
P20700	MCF10A	NC	4
P10809	MCF10A	NC	4
P42704	MCF10A	NC	4
Q32MZ4	MCF10A	NC	4
P14923	MCF10A	NC	4
P05023	MCF10A	NC	4
P27701	MCF10A	NC	4
P55290	MCF10A	NC	4
P40926	MCF10A	NC	4
P08621	MCF10A	NC	4
Q9BW04	MCF10A	NC	4
O75533	MCF10A	NC	4
Q13444	MCF10A	NC	4
Q9NV96	MCF10A	NC	4
O60763	MCF10A	NC	4
Q14974	MCF10A	NC	4
P28799	MCF10A	NC	4
P26583	MCF10A	NC	4
Q06481	MCF10A	NC	4
P62263	MCF10A	NC	4
P36578	MCF10A	NC	4
Q14011	MCF10A	NC	4
P13804	MCF10A	NC	4
P04083	MCF10A	NC	4
P31930	MCF10A	NC	4
O60437	MCF10A	NC	4
Q01844	MCF10A	NC	4
Q8WW12	MCF10A	NC	4
P36952	MCF10A	NC	4
Q9UMD9	MCF10A	NC	4
Q15084	MCF10A	NC	4
P07355	MCF10A	NC	4
P05455	MCF10A	NC	4
O95218	MCF10A	NC	4
P47914	MCF10A	NC	4
P08648	MCF10A	NC	4
P31946	MCF10A	NC	4
Q9Y6M5	MCF10A	NC	4
P39023	MCF10A	NC	4
P00338	MCF10A	NC	4
P61978	MCF10A	NC	4
O60664	MCF10A	NC	4
Q15020	MCF10A	NC	4
P16989	MCF10A	NC	4
Q01082	MCF10A	NC	4
Q15366	MCF10A	NC	4
P35579	MCF10A	NC	4
O43663	MCF10A	NC	4
Q9H2G2	MCF10A	NC	4
P80297	MCF10A	NC	4
Q14512	MCF10A	NC	4
Q9Y383	MCF10A	NC	4
P17480	MCF10A	NC	4
Q92597	MCF10A	NC	4
O95232	MCF10A	NC	4
Q8NI27	MCF10A	NC	4
P35659	MCF10A	NC	4
P18206	MCF10A	NC	4
P49748	MCF10A	NC	4
P13639	MCF10A	NC	4
P01591	MCF10A	NC	4
O15355	MCF10A	NC	4
P51991	MCF10A	NC	4
Q9UJU6	MCF10A	NC	4
Q9NR30	MCF10A	NC	4
O75400	MCF10A	NC	4
P11047	MCF10A	NC	4
P13726	MCF10A	NC	4
Q9Y388	MCF10A	NC	4
P07237	MCF10A	NC	4
P23246	MCF10A	NC	4
P40121	MCF10A	NC	4
P29966	MCF10A	NC	4
P11279	MCF10A	NC	4
P30041	MCF10A	NC	4
P07204	MCF10A	NC	4
Q9UQ80	MCF10A	NC	4
P27816	MCF10A	NC	4
Q15059	MCF10A	NC	4
P31431	MCF10A	NC	4
P35221	MCF10A	NC	4
Q9NZT1	MCF10A	NC	4
P11142	MCF10A	NC	4
Q01105	MCF10A	NC	4
Q66PJ3	MCF10A	NC	4
Q9BXR0	MCF10A	NC	4
Q5SSJ5	MCF10A	NC	4
Q9UQC9	MCF10A	NC	4
P49327	MCF10A	NC	4
O60716	MCF10A	NC	4
P05198	MCF10A	NC	4
Q8WUQ7	MCF10A	NC	4
P63104	MCF10A	NC	4
P48634	MCF10A	NC	4
P05362	MCF10A	NC	4
P14625	MCF10A	NC	4
Q14444	MCF10A	NC	4
P32926	MCF10A	NC	4
P58107	MCF10A	NC	4
P62241	MCF10A	NC	4
P13489	MCF10A	NC	4
Q9H3N1	MCF10A	NC	4
P16403	MCF10A	NC	4
Q7Z6E9	MCF10A	NC	4
P62258	MCF10A	NC	4
P07996	MCF10A	NC	4
P34932	MCF10A	NC	4
P62899	MCF10A	NC	4
P35321	MCF10A	NC	4
P07900	MCF10A	NC	4
P10412	MCF10A	NC	4
P17301	MCF10A	NC	4
Q9NYQ8	MCF10A	NC	4
P15880	MCF10A	NC	4
Q9P258	MCF10A	NC	4
P68363	MCF10A	NC	4
Q8TF01	MCF10A	NC	4
P17844	MCF10A	NC	4
P16401	MCF10A	NC	4
Q15046	MCF10A	NC	4
P06702	MCF10A	NC	4
Q92945	MCF10A	NC	4
Q9Y230	MCF10A	NC	4
Q01469	MCF10A	NC	4
P35613	MCF10A	NC	4
Q16643	MCF10A	NC	4
Q9HCY8	MCF10A	NC	4
Q07954	MCF10A	NC	4
Q7L014	MCF10A	NC	4
O43157	MCF10A	NC	4
P27482	MCF10A	NC	4
Q02241	MCF10A	NC	4
P45880	MCF10A	NC	4
P07954	MCF10A	NC	4
Q96AY3	MCF10A	NC	4
P60228	MCF10A	NC	4
P07437	MCF10A	NC	4
O95297	MCF10A	NC	4
P61956	MCF10A	NC	4
Q8IX12	MCF10A	NC	4
P62269	MCF10A	NC	4
Q99613	MCF10A	NC	4
Q16658	MCF10A	NC	4
P15586	MCF10A	NC	4
Q9NPF0	MCF10A	NC	4
Q9BRL6	MCF10A	NC	4
E9PAV3	MCF10A	NC	4
P05026	MCF10A	NC	4
P08238	MCF10A	NC	4
P22528	MCF10A	NC	4
Q13243	MCF10A	NC	4
P25311	MCF10A	NC	4
P47929	MCF10A	NC	4
P25705	MCF10A	NC	4
Q13263	MCF10A	NC	4
P23528	MCF10A	NC	4
P38117	MCF10A	NC	4
P78344	MCF10A	NC	4
P05109	MCF10A	NC	4
P07195	MCF10A	NC	4
P28482	MCF10A	NC	4
P04920	MCF10A	NC	4
P05387	MCF10A	NC	4
P35268	MCF10A	NC	4
P62847	MCF10A	NC	4
P04406	MCF10A	NC	4
P06576	MCF10A	NC	4
O95274	MCF10A	NC	4
P62750	MCF10A	NC	4
P53999	MCF10A	NC	4
P22234	MCF10A	NC	4
O14773	MCF10A	NC	4
Q9BY76	MCF10A	NC	4
Q9H5V8	MCF10A	NC	4
Q15287	MCF10A	NC	4
Q8NBJ4	MCF10A	NC	4
Q8NAV1	MCF10A	NC	4
O76021	MCF10A	NC	4
Q13510	MCF10A	NC	4
Q13740	MCF10A	NC	4
P29401	MCF10A	NC	4
Q01130	MCF10A	NC	4
Q01518	MCF10A	NC	4
Q86U42	MCF10A	NC	4
Q99959	MCF10A	NC	4
P26368	MCF10A	NC	4
P98172	MCF10A	NC	4
Q96Q45	MCF10A	NC	4
Q9NQT5	MCF10A	NC	4
P67936	MCF10A	NC	4
Q05519	MCF10A	NC	4
Q9UNN8	MCF10A	NC	4
P50897	MCF10A	NC	4
Q92541	MCF10A	NC	4
P62805	MCF10A	NC	4
P04080	MCF10A	NC	4
Q969L2	MCF10A	NC	4
P01033	MCF10A	NC	4
O15347	MCF10A	NC	4
Q13501	MCF10A	NC	4
P51531	MCF10A	NC	4
Q12874	MCF10A	NC	4
P35637	MCF10A	NC	4
P54709	MCF10A	NC	4
P46782	MCF10A	NC	4
Q13595	MCF10A	NC	4
Q9NRF9	MCF10A	NC	4
P60709	MCF10A	NC	4
P42765	MCF10A	NC	4
P78324	MCF10A	NC	4
P78527	MCF10A	NC	4
Q08945	MCF10A	NC	4
Q15181	MCF10A	NC	4
P26641	MCF10A	NC	4
P61247	MCF10A	NC	4
P63244	MCF10A	NC	4
Q04637	MCF10A	NC	4
P12814	MCF10A	NC	4
P15514	MCF10A	NC	4
Q86X55	MCF10A	NC	4
P11166	MCF10A	NC	4
P15531	MCF10A	NC	4
Q07021	MCF10A	NC	4
P31040	MCF10A	NC	4
O14646	MCF10A	NC	4
P30086	MCF10A	NC	4
Q6PD62	MCF10A	NC	4
Q14204	MCF10A	NC	4
Q15365	MCF10A	NC	4
Q92542	MCF10A	NC	4
P50443	MCF10A	NC	4
P21589	MCF10A	NC	4
P14174	MCF10A	NC	4
Q8NBN3	MCF10A	NC	4
P52209	MCF10A	NC	4
P34910	MCF10A	NC	4
Q9GZP8	MCF10A	NC	4
P46783	MCF10A	NC	4
Q9NQC3	MCF10A	NC	4
P02794	MCF10A	NC	4
P18124	MCF10A	NC	4
P84103	MCF10A	NC	4
P21796	MCF10A	NC	4
Q13641	MCF10A	NC	4
Q8N7H5	MCF10A	NC	4
P27635	MCF10A	NC	4
O75390	MCF10A	NC	4
Q9NSE4	MCF10A	NC	4
P20290	MCF10A	NC	4
P27797	MCF10A	NC	4
Q15058	MCF10A	NC	4
O75494	MCF10A	NC	4
P51858	MCF10A	NC	4
O60814	MCF10A	NC	4
Q9UEE9	MCF10A	NC	4
P07858	MCF10A	NC	4
Q15223	MCF10A	NC	4
P35052	MCF10A	NC	4
Q86WC4	MCF10A	NC	4
Q9UKY7	MCF10A	NC	4
P52597	MCF10A	NC	4
P63261	MCF10A	NC	4
P53801	MCF10A	NC	4
Q9Y3E1	MCF10A	NC	4
P05388	MCF10A	NC	4
O43707	MCF10A	NC	4
P34931	MCF10A	NC	4
P17096	MCF10A	NC	4
Q08211	MCF10A	NC	4
O75367	MCF10A	NC	4
O14647	MCF10A	NC	4
Q8WXH0	MCF10A	NC	4
Q15582	MCF10A	NC	4
P13797	MCF10A	NC	4
P04908	MCF10A	NC	4
P01036	MCF10A	NC	4
P01037	MCF10A	NC	4
O00267	MCF10A	NC	4
Q05209	MCF10A	NC	4
P31939	MCF10A	NC	4
P46940	MCF10A	NC	4
P49411	MCF10A	NC	4
P09874	MCF10A	NC	4
P55084	MCF10A	NC	4
P62873	MCF10A	NC	4
Q99733	MCF10A	NC	4
O60506	MCF10A	NC	4
P11940	MCF10A	NC	4
P36957	MCF10A	NC	4
Q02750	MCF10A	NC	4
Q96B97	MCF10A	NC	4
Q6PKG0	MCF10A	NC	4
Q7Z3C6	MCF10A	NC	4
P31942	MCF10A	NC	4
Q13283	MCF10A	NC	4
P22314	MCF10A	NC	4
Q8WVK2	MCF10A	NC	4
Q96QD8	MCF10A	NC	4
P29034	MCF10A	NC	4
P60842	MCF10A	NC	4
Q92688	MCF10A	NC	4
P60866	MCF10A	NC	4
Q9UP95	MCF10A	NC	4
P05204	MCF10A	NC	4
Q8NFJ5	MCF10A	NC	4
P62851	MCF10A	NC	4
Q8NBL1	MCF10A	NC	4
P62424	MCF10A	NC	4
Q9BW71	MCF10A	NC	4
Q9P2E9	MCF10A	NC	5
P23229	MCF10A	NC	5
P02545	MCF10A	NC	5
Q14157	MCF10A	NC	5
Q8NI27	MCF10A	NC	5
Q15149	MCF10A	NC	5
Q14103	MCF10A	NC	5
Q9BU76	MCF10A	NC	5
Q7Z4V5	MCF10A	NC	5
O43493	MCF10A	NC	5
P16401	MCF10A	NC	5
P06748	MCF10A	NC	5
Q9UQ35	MCF10A	NC	5
Q8WW12	MCF10A	NC	5
P19338	MCF10A	NC	5
Q13247	MCF10A	NC	5
P07910	MCF10A	NC	5
O14646	MCF10A	NC	5
P23588	MCF10A	NC	5
O95218	MCF10A	NC	5
Q9Y4L1	MCF10A	NC	5
Q86YZ3	MCF10A	NC	5
Q9NPR9	MCF10A	NC	5
Q92499	MCF10A	NC	5
Q9BTT0	MCF10A	NC	5
Q9NWH9	MCF10A	NC	5
P04156	MCF10A	NC	5
Q14498	MCF10A	NC	5
P34932	MCF10A	NC	5
Q15424	MCF10A	NC	5
Q08170	MCF10A	NC	5
Q9UHB7	MCF10A	NC	5
Q13753	MCF10A	NC	5
P08195	MCF10A	NC	5
P11021	MCF10A	NC	5
P37802	MCF10A	NC	5
Q12797	MCF10A	NC	5
Q02539	MCF10A	NC	5
Q9H1E3	MCF10A	NC	5
Q8IX12	MCF10A	NC	5
Q92804	MCF10A	NC	5
Q9NYF8	MCF10A	NC	5
O95274	MCF10A	NC	5
P20645	MCF10A	NC	5
P15924	MCF10A	NC	5
P83731	MCF10A	NC	5
P35269	MCF10A	NC	5
P39687	MCF10A	NC	5
Q13428	MCF10A	NC	5
P36578	MCF10A	NC	5
Q5T200	MCF10A	NC	5
Q9UKV3	MCF10A	NC	5
Q9GZP8	MCF10A	NC	5
Q9UKJ3	MCF10A	NC	5
P52799	MCF10A	NC	5
P22626	MCF10A	NC	5
Q9H307	MCF10A	NC	5
P11279	MCF10A	NC	5
P62633	MCF10A	NC	5
P78324	MCF10A	NC	5
P11387	MCF10A	NC	5
O75976	MCF10A	NC	5
B5ME19	MCF10A	NC	5
P30101	MCF10A	NC	5
O00515	MCF10A	NC	5
Q9H5V8	MCF10A	NC	5
Q13442	MCF10A	NC	5
O43181	MCF10A	NC	5
O43390	MCF10A	NC	5
Q6PD62	MCF10A	NC	5
P46013	MCF10A	NC	5
O00461	MCF10A	NC	5
P04406	MCF10A	NC	5
O76021	MCF10A	NC	5
P82970	MCF10A	NC	5
Q8WXH0	MCF10A	NC	5
Q8WVV4	MCF10A	NC	5
P07204	MCF10A	NC	5
O95817	MCF10A	NC	5
Q14008	MCF10A	NC	5
